Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.L S102C,    9.07075,    61.06,          0,     0.00,          0,     0.00,          0,     0.00,    9.07075,    61.06,    9.07075,  -118.94,          0,     0.00,          0,     0.00,          0,     0.00,    9.07075,  -118.94
Line.L S103C,    18.1709,    61.02,          0,     0.00,          0,     0.00,          0,     0.00,    18.1709,    61.02,    18.1709,  -118.98,          0,     0.00,          0,     0.00,          0,     0.00,    18.1709,  -118.98
Line.L S104C,    18.2025,    60.99,          0,     0.00,          0,     0.00,          0,     0.00,    18.2025,    60.99,    18.2025,  -119.01,          0,     0.00,          0,     0.00,          0,     0.00,    18.2025,  -119.01
Line.L S106B,    17.8925,  -178.99,          0,     0.00,          0,     0.00,          0,     0.00,    17.8925,  -178.99,    17.8925,     1.01,          0,     0.00,          0,     0.00,          0,     0.00,    17.8925,     1.01
Line.L S107B,    17.9173,  -179.02,          0,     0.00,          0,     0.00,          0,     0.00,    17.9173,  -179.02,    17.9173,     0.98,          0,     0.00,          0,     0.00,          0,     0.00,    17.9173,     0.98
Line.L S109A,    18.0811,   -60.60,          0,     0.00,          0,     0.00,          0,     0.00,    18.0811,   -60.60,    18.0811,   119.40,          0,     0.00,          0,     0.00,          0,     0.00,    18.0811,   119.40
Line.L S10A,    9.32127,   -58.07,          0,     0.00,          0,     0.00,          0,     0.00,    9.32127,   -58.07,    9.32127,   121.93,          0,     0.00,          0,     0.00,          0,     0.00,    9.32127,   121.93
Line.L S111A,    10.9332,   -60.66,          0,     0.00,          0,     0.00,          0,     0.00,    10.9332,   -60.66,    10.9332,   119.34,          0,     0.00,          0,     0.00,          0,     0.00,    10.9332,   119.34
Line.L S112A,    9.32134,   -60.65,          0,     0.00,          0,     0.00,          0,     0.00,    9.32134,   -60.65,    9.32134,   119.35,          0,     0.00,          0,     0.00,          0,     0.00,    9.32134,   119.35
Line.L S113A,    19.1328,   -60.69,          0,     0.00,          0,     0.00,          0,     0.00,    19.1328,   -60.69,    19.1328,   119.31,          0,     0.00,          0,     0.00,          0,     0.00,    19.1328,   119.31
Line.L S114A,    9.08618,   -60.70,          0,     0.00,          0,     0.00,          0,     0.00,    9.08618,   -60.70,    9.08618,   119.30,          0,     0.00,          0,     0.00,          0,     0.00,    9.08618,   119.30
Line.L S11A,    18.7667,   -58.08,          0,     0.00,          0,     0.00,          0,     0.00,    18.7667,   -58.08,    18.7667,   121.92,          0,     0.00,          0,     0.00,          0,     0.00,    18.7667,   121.92
Line.L S12B,    9.18234,  -177.39,          0,     0.00,          0,     0.00,          0,     0.00,    9.18234,  -177.39,    9.18234,     2.61,          0,     0.00,          0,     0.00,          0,     0.00,    9.18234,     2.61
Line.L S16C,    18.6626,    62.21,          0,     0.00,          0,     0.00,          0,     0.00,    18.6626,    62.21,    18.6626,  -117.79,          0,     0.00,          0,     0.00,          0,     0.00,    18.6626,  -117.79
Line.L S17C,    9.32636,    62.22,          0,     0.00,          0,     0.00,          0,     0.00,    9.32636,    62.22,    9.32636,  -117.78,          0,     0.00,          0,     0.00,          0,     0.00,    9.32636,  -117.78
Line.L S19A,    18.8764,   -58.85,          0,     0.00,          0,     0.00,          0,     0.00,    18.8764,   -58.85,    18.8764,   121.15,          0,     0.00,          0,     0.00,          0,     0.00,    18.8764,   121.15
Line.L S1A,    18.2892,   -57.25,          0,     0.00,          0,     0.00,          0,     0.00,    18.2892,   -57.25,    18.2892,   122.75,          0,     0.00,          0,     0.00,          0,     0.00,    18.2892,   122.75
Line.L S20A,    18.6426,   -58.87,          0,     0.00,          0,     0.00,          0,     0.00,    18.6426,   -58.87,    18.6426,   121.13,          0,     0.00,          0,     0.00,          0,     0.00,    18.6426,   121.13
Line.L S22B,    18.7786,  -177.89,          0,     0.00,          0,     0.00,          0,     0.00,    18.7786,  -177.89,    18.7786,     2.11,          0,     0.00,          0,     0.00,          0,     0.00,    18.7786,     2.11
Line.L S24C,     18.433,    62.02,          0,     0.00,          0,     0.00,          0,     0.00,     18.433,    62.02,     18.433,  -117.98,          0,     0.00,          0,     0.00,          0,     0.00,     18.433,  -117.98
Line.L S28A,    6.20958,   -58.97,    6.20973,  -177.82,    6.20953,    62.01,          0,     0.00,   0.116302,  -140.82,    6.20958,   121.03,    6.20973,     2.18,    6.20953,  -117.99,          0,     0.00,   0.116302,    39.18
Line.L S29A,    18.4225,   -58.99,          0,     0.00,          0,     0.00,          0,     0.00,    18.4225,   -58.99,    18.4225,   121.01,          0,     0.00,          0,     0.00,          0,     0.00,    18.4225,   121.01
Line.L S2B,    9.16526,  -176.95,          0,     0.00,          0,     0.00,          0,     0.00,    9.16526,  -176.95,    9.16526,     3.05,          0,     0.00,          0,     0.00,          0,     0.00,    9.16526,     3.05
Line.L S30C,    18.8718,    61.98,          0,     0.00,          0,     0.00,          0,     0.00,    18.8718,    61.98,    18.8718,  -118.02,          0,     0.00,          0,     0.00,          0,     0.00,    18.8718,  -118.02
Line.L S32C,    18.6268,    61.97,          0,     0.00,          0,     0.00,          0,     0.00,    18.6268,    61.97,    18.6268,  -118.03,          0,     0.00,          0,     0.00,          0,     0.00,    18.6268,  -118.03
Line.L S33A,    18.6423,   -58.99,          0,     0.00,          0,     0.00,          0,     0.00,    18.6423,   -58.99,    18.6423,   121.01,          0,     0.00,          0,     0.00,          0,     0.00,    18.6423,   121.01
Line.L S34C,    18.6483,    62.24,          0,     0.00,          0,     0.00,          0,     0.00,    18.6483,    62.24,    18.6483,  -117.76,          0,     0.00,          0,     0.00,          0,     0.00,    18.6483,  -117.76
Line.L S35A,    10.8576,   -28.09,    10.8576,   151.91,          0,     0.00,          0,     0.00, 9.44957E-007,    -2.79,    10.8576,   151.91,    10.8576,   -28.09,          0,     0.00,          0,     0.00, 2.33327E-010,    42.80
Line.L S37A,    18.3536,   -58.95,          0,     0.00,          0,     0.00,          0,     0.00,    18.3536,   -58.95,    18.3536,   121.05,          0,     0.00,          0,     0.00,          0,     0.00,    18.3536,   121.05
Line.L S38B,    9.32146,  -177.98,          0,     0.00,          0,     0.00,          0,     0.00,    9.32146,  -177.98,    9.32146,     2.02,          0,     0.00,          0,     0.00,          0,     0.00,    9.32146,     2.02
Line.L S39B,    9.28152,  -177.99,          0,     0.00,          0,     0.00,          0,     0.00,    9.28152,  -177.99,    9.28152,     2.01,          0,     0.00,          0,     0.00,          0,     0.00,    9.28152,     2.01
Line.L S41C,    9.41105,    62.01,          0,     0.00,          0,     0.00,          0,     0.00,    9.41105,    62.01,    9.41105,  -117.99,          0,     0.00,          0,     0.00,          0,     0.00,    9.41105,  -117.99
Line.L S42A,    9.48293,   -58.98,          0,     0.00,          0,     0.00,          0,     0.00,    9.48293,   -58.98,    9.48293,   121.02,          0,     0.00,          0,     0.00,          0,     0.00,    9.48293,   121.02
Line.L S43B,    18.6953,  -178.08,          0,     0.00,          0,     0.00,          0,     0.00,    18.6953,  -178.08,    18.6953,     1.92,          0,     0.00,          0,     0.00,          0,     0.00,    18.6953,     1.92
Line.L S45A,     9.3213,   -59.02,          0,     0.00,          0,     0.00,          0,     0.00,     9.3213,   -59.02,     9.3213,   120.98,          0,     0.00,          0,     0.00,          0,     0.00,     9.3213,   120.98
Line.L S46A,    9.50257,   -59.03,          0,     0.00,          0,     0.00,          0,     0.00,    9.50257,   -59.03,    9.50257,   120.97,          0,     0.00,          0,     0.00,          0,     0.00,    9.50257,   120.97
Line.L S47,    17.9022,   -67.92,    17.9025,   172.99,    17.9021,    53.01,          0,     0.00,   0.288672,  -158.69,    17.9022,   112.08,    17.9025,    -7.01,    17.9021,  -126.99,          0,     0.00,   0.288672,    21.31
Line.L S48,    35.0807,   -67.93,    35.8557,   172.98,    35.3455,    53.00,          0,     0.00,    1.13976,   175.03,    35.0807,   112.07,    35.8557,    -7.02,    35.3455,  -127.00,          0,     0.00,    1.13976,    -4.97
Line.L S49A,    18.2713,   -67.93,          0,     0.00,          0,     0.00,          0,     0.00,    18.2713,   -67.93,    18.2713,   112.07,          0,     0.00,          0,     0.00,          0,     0.00,    18.2713,   112.07
Line.L S49B,    35.7648,   172.98,          0,     0.00,          0,     0.00,          0,     0.00,    35.7648,   172.98,    35.7648,    -7.02,          0,     0.00,          0,     0.00,          0,     0.00,    35.7648,    -7.02
Line.L S49C,    17.0078,    58.73,          0,     0.00,          0,     0.00,          0,     0.00,    17.0078,    58.73,    17.0078,  -121.27,          0,     0.00,          0,     0.00,          0,     0.00,    17.0078,  -121.27
Line.L S4C,    18.3782,    62.94,          0,     0.00,          0,     0.00,          0,     0.00,    18.3782,    62.94,    18.3782,  -117.06,          0,     0.00,          0,     0.00,          0,     0.00,    18.3782,  -117.06
Line.L S50C,    18.8788,    61.87,          0,     0.00,          0,     0.00,          0,     0.00,    18.8788,    61.87,    18.8788,  -118.13,          0,     0.00,          0,     0.00,          0,     0.00,    18.8788,  -118.13
Line.L S51A,    9.50819,   -59.06,          0,     0.00,          0,     0.00,          0,     0.00,    9.50819,   -59.06,    9.50819,   120.94,          0,     0.00,          0,     0.00,          0,     0.00,    9.50819,   120.94
Line.L S52A,     18.834,   -58.80,          0,     0.00,          0,     0.00,          0,     0.00,     18.834,   -58.80,     18.834,   121.20,          0,     0.00,          0,     0.00,          0,     0.00,     18.834,   121.20
Line.L S53A,     18.889,   -58.98,          0,     0.00,          0,     0.00,          0,     0.00,     18.889,   -58.98,     18.889,   121.02,          0,     0.00,          0,     0.00,          0,     0.00,     18.889,   121.02
Line.L S55A,    9.18265,   -59.08,          0,     0.00,          0,     0.00,          0,     0.00,    9.18265,   -59.08,    9.18265,   120.92,          0,     0.00,          0,     0.00,          0,     0.00,    9.18265,   120.92
Line.L S56B,    9.20399,  -178.11,          0,     0.00,          0,     0.00,          0,     0.00,    9.20399,  -178.11,    9.20399,     1.89,          0,     0.00,          0,     0.00,          0,     0.00,    9.20399,     1.89
Line.L S58B,    9.32143,  -178.32,          0,     0.00,          0,     0.00,          0,     0.00,    9.32143,  -178.32,    9.32143,     1.68,          0,     0.00,          0,     0.00,          0,     0.00,    9.32143,     1.68
Line.L S59B,    9.23221,  -178.32,          0,     0.00,          0,     0.00,          0,     0.00,    9.23221,  -178.32,    9.23221,     1.68,          0,     0.00,          0,     0.00,          0,     0.00,    9.23221,     1.68
Line.L S5C,    9.32138,    62.93,          0,     0.00,          0,     0.00,          0,     0.00,    9.32138,    62.93,    9.32138,  -117.07,          0,     0.00,          0,     0.00,          0,     0.00,    9.32138,  -117.07
Line.L S60A,    9.55992,   -60.07,          0,     0.00,          0,     0.00,          0,     0.00,    9.55992,   -60.07,    9.55992,   119.93,          0,     0.00,          0,     0.00,          0,     0.00,    9.55992,   119.93
Line.L S62C,    18.4005,    61.22,          0,     0.00,          0,     0.00,          0,     0.00,    18.4005,    61.22,    18.4005,  -118.78,          0,     0.00,          0,     0.00,          0,     0.00,    18.4005,  -118.78
Line.L S63A,    19.1447,   -60.06,          0,     0.00,          0,     0.00,          0,     0.00,    19.1447,   -60.06,    19.1447,   119.94,          0,     0.00,          0,     0.00,          0,     0.00,    19.1447,   119.94
Line.L S64B,    34.4924,  -177.07,          0,     0.00,          0,     0.00,          0,     0.00,    34.4924,  -177.07,    34.4924,     2.93,          0,     0.00,          0,     0.00,          0,     0.00,    34.4924,     2.93
Line.L S65A,    10.1262,   -37.71,    10.1262,   142.29,          0,     0.00,          0,     0.00, 9.44168E-007,    -4.16,    10.1262,   142.29,    10.1262,   -37.71,          0,     0.00,          0,     0.00, 8.45734E-010,   114.21
Line.L S65B,    10.2521,  -157.96,    10.2521,    22.04,          0,     0.00,          0,     0.00, 9.24562E-007,  -120.98,    10.2521,    22.04,    10.2521,  -157.96,          0,     0.00,          0,     0.00, 3.807E-010,    73.14
Line.L S65C,    20.3029,   -98.45,    20.3029,    81.55,          0,     0.00,          0,     0.00, 8.95989E-007,   117.61,    20.3029,    81.55,    20.3029,   -98.45,          0,     0.00,          0,     0.00, 3.84242E-010,   108.59
Line.L S66C,    35.2238,    62.76,          0,     0.00,          0,     0.00,          0,     0.00,    35.2238,    62.76,    35.2238,  -117.24,          0,     0.00,          0,     0.00,          0,     0.00,    35.2238,  -117.24
Line.L S68A,    8.97537,   -60.34,          0,     0.00,          0,     0.00,          0,     0.00,    8.97537,   -60.34,    8.97537,   119.66,          0,     0.00,          0,     0.00,          0,     0.00,    8.97537,   119.66
Line.L S69A,    17.9808,   -60.37,          0,     0.00,          0,     0.00,          0,     0.00,    17.9808,   -60.37,    17.9808,   119.63,          0,     0.00,          0,     0.00,          0,     0.00,    17.9808,   119.63
Line.L S6C,    18.8844,    62.91,          0,     0.00,          0,     0.00,          0,     0.00,    18.8844,    62.91,    18.8844,  -117.09,          0,     0.00,          0,     0.00,          0,     0.00,    18.8844,  -117.09
Line.L S70A,    9.00104,   -60.40,          0,     0.00,          0,     0.00,          0,     0.00,    9.00104,   -60.40,    9.00104,   119.60,          0,     0.00,          0,     0.00,          0,     0.00,    9.00104,   119.60
Line.L S71A,    18.0142,   -60.41,          0,     0.00,          0,     0.00,          0,     0.00,    18.0142,   -60.41,    18.0142,   119.59,          0,     0.00,          0,     0.00,          0,     0.00,    18.0142,   119.59
Line.L S73C,    18.1303,    60.98,          0,     0.00,          0,     0.00,          0,     0.00,    18.1303,    60.98,    18.1303,  -119.02,          0,     0.00,          0,     0.00,          0,     0.00,    18.1303,  -119.02
Line.L S74C,    19.1355,    60.94,          0,     0.00,          0,     0.00,          0,     0.00,    19.1355,    60.94,    19.1355,  -119.06,          0,     0.00,          0,     0.00,          0,     0.00,    19.1355,  -119.06
Line.L S75C,    18.1807,    60.92,          0,     0.00,          0,     0.00,          0,     0.00,    18.1807,    60.92,    18.1807,  -119.08,          0,     0.00,          0,     0.00,          0,     0.00,    18.1807,  -119.08
Line.L S76A,    21.1659,   -40.45,    21.1659,   139.55,          0,     0.00,          0,     0.00, 9.94021E-007,    -3.29,    21.1659,   139.55,    21.1659,   -40.45,          0,     0.00,          0,     0.00, 4.02661E-010,  -177.26
Line.L S76B,    20.6719,  -158.14,    20.6719,    21.86,          0,     0.00,          0,     0.00, 9.70448E-007,  -121.81,    20.6719,    21.86,    20.6719,  -158.14,          0,     0.00,          0,     0.00, 7.62596E-010,   176.38
Line.L S76C,    20.6718,   -98.49,    20.6718,    81.51,          0,     0.00,          0,     0.00, 9.47462E-007,   116.43,    20.6718,    81.51,    20.6718,   -98.49,          0,     0.00,          0,     0.00, 1.95189E-010,  -108.69
Line.L S77B,    17.8485,  -179.18,          0,     0.00,          0,     0.00,          0,     0.00,    17.8485,  -179.18,    17.8485,     0.82,          0,     0.00,          0,     0.00,          0,     0.00,    17.8485,     0.82
Line.L S79A,    19.4072,   -60.55,          0,     0.00,          0,     0.00,          0,     0.00,    19.4072,   -60.55,    19.4072,   119.45,          0,     0.00,          0,     0.00,          0,     0.00,    19.4072,   119.45
Line.L S7A,    9.22767,   -57.70,          0,     0.00,          0,     0.00,          0,     0.00,    9.22767,   -57.70,    9.22767,   122.30,          0,     0.00,          0,     0.00,          0,     0.00,    9.22767,   122.30
Line.L S80B,    17.8099,  -179.28,          0,     0.00,          0,     0.00,          0,     0.00,    17.8099,  -179.28,    17.8099,     0.72,          0,     0.00,          0,     0.00,          0,     0.00,    17.8099,     0.72
Line.L S82A,     17.848,   -60.64,          0,     0.00,          0,     0.00,          0,     0.00,     17.848,   -60.64,     17.848,   119.36,          0,     0.00,          0,     0.00,          0,     0.00,     17.848,   119.36
Line.L S83C,    8.99505,    60.72,          0,     0.00,          0,     0.00,          0,     0.00,    8.99505,    60.72,    8.99505,  -119.28,          0,     0.00,          0,     0.00,          0,     0.00,    8.99505,  -119.28
Line.L S84C,    9.01612,    60.78,          0,     0.00,          0,     0.00,          0,     0.00,    9.01612,    60.78,    9.01612,  -119.22,          0,     0.00,          0,     0.00,          0,     0.00,    9.01612,  -119.22
Line.L S86B,    8.94631,  -179.23,          0,     0.00,          0,     0.00,          0,     0.00,    8.94631,  -179.23,    8.94631,     0.77,          0,     0.00,          0,     0.00,          0,     0.00,    8.94631,     0.77
Line.L S87B,    17.9009,  -179.31,          0,     0.00,          0,     0.00,          0,     0.00,    17.9009,  -179.31,    17.9009,     0.69,          0,     0.00,          0,     0.00,          0,     0.00,    17.9009,     0.69
Line.L S88A,    17.9442,   -60.56,          0,     0.00,          0,     0.00,          0,     0.00,    17.9442,   -60.56,    17.9442,   119.44,          0,     0.00,          0,     0.00,          0,     0.00,    17.9442,   119.44
Line.L S90B,    18.6428,  -179.39,          0,     0.00,          0,     0.00,          0,     0.00,    18.6428,  -179.39,    18.6428,     0.61,          0,     0.00,          0,     0.00,          0,     0.00,    18.6428,     0.61
Line.L S92C,    18.0431,    60.86,          0,     0.00,          0,     0.00,          0,     0.00,    18.0431,    60.86,    18.0431,  -119.14,          0,     0.00,          0,     0.00,          0,     0.00,    18.0431,  -119.14
Line.L S94A,    17.9708,   -60.55,          0,     0.00,          0,     0.00,          0,     0.00,    17.9708,   -60.55,    17.9708,   119.45,          0,     0.00,          0,     0.00,          0,     0.00,    17.9708,   119.45
Line.L S95B,    8.95431,  -179.37,          0,     0.00,          0,     0.00,          0,     0.00,    8.95431,  -179.37,    8.95431,     0.63,          0,     0.00,          0,     0.00,          0,     0.00,    8.95431,     0.63
Line.L S98A,    17.9462,   -60.37,          0,     0.00,          0,     0.00,          0,     0.00,    17.9462,   -60.37,    17.9462,   119.63,          0,     0.00,          0,     0.00,          0,     0.00,    17.9462,   119.63
Line.L S99B,    17.8848,  -178.93,          0,     0.00,          0,     0.00,          0,     0.00,    17.8848,  -178.93,    17.8848,     1.07,          0,     0.00,          0,     0.00,          0,     0.00,    17.8848,     1.07
Line.L S9A,    18.5922,   -58.03,          0,     0.00,          0,     0.00,          0,     0.00,    18.5922,   -58.03,    18.5922,   121.97,          0,     0.00,          0,     0.00,          0,     0.00,    18.5922,   121.97
Line.LINE L61,    45.2781,   -71.21,    51.9641,   179.36,    80.6115,    62.30,          0,     0.00,    29.0929,    89.82,    45.2781,   108.79,    51.9641,    -0.64,    80.6115,  -117.70,          0,     0.00,    29.0929,   -90.18
Line.LINE L62,    45.2781,   -71.21,    51.9641,   179.36,    62.2152,    62.62,          0,     0.00,    15.6518,   124.07,    45.2781,   108.79,    51.9641,    -0.64,    62.2152,  -117.38,          0,     0.00,    15.6518,   -55.93
Line.LINE L63,     26.753,   -79.17,    51.9641,   179.36,    62.2152,    62.62,          0,     0.00,    34.7741,   121.80,     26.753,   100.83,    51.9641,    -0.64,    62.2152,  -117.38,          0,     0.00,    34.7741,   -58.20
Line.LINE L64,     26.753,   -79.17,    17.6702,   172.36,    62.2152,    62.62,          0,     0.00,    35.2238,    62.76,     26.753,   100.83,    17.6702,    -7.64,    62.2152,  -117.38,          0,     0.00,    35.2238,  -117.24
Line.LINE L65, 4.47874E-012,   156.04, 7.34667E-012,   158.20,    35.2238,    62.76,          0,     0.00,    35.2238,    62.76, 4.47874E-012,   -23.96, 7.34667E-012,   -21.80,    35.2238,  -117.24,          0,     0.00,    35.2238,  -117.24
Line.SWITCH 1,    612.614,   -51.60,    401.484,  -167.94,    502.113,    71.63,          0,     0.00,    170.295,   -30.90,    612.614,   128.40,    401.484,    12.06,    502.113,  -108.37,          0,     0.00,    170.295,   149.10
Line.SWITCH 2,    326.904,   -44.35,    234.533,  -155.63,    249.867,    83.70,          0,     0.00,    90.4392,   -58.27,    326.904,   135.65,    234.533,    24.37,    249.867,   -96.30,          0,     0.00,    90.4392,   121.73
Line.SWITCH 3,     135.98,   -61.30,    136.501,   173.79,    98.3033,    56.56,          0,     0.00,    27.7429,  -125.81,     135.98,   118.70,    136.501,    -6.21,    98.3033,  -123.44,          0,     0.00,    27.7429,    54.19
Line.SWITCH 4,    234.522,   -35.80,    165.081,  -144.23,    177.268,    93.25,          0,     0.00,     73.168,   -50.81,    234.522,   144.20,    165.081,    35.77,    177.268,   -86.75,          0,     0.00,     73.168,   129.19
Line.SWITCH 5,    66.5513,   -60.65,    35.8071,  -179.00,    45.4418,    61.02,          0,     0.00,     26.666,   -45.08,    66.5513,   119.35,    35.8071,     1.00,    45.4418,  -118.98,          0,     0.00,     26.666,   134.92
Line.SWITCH 6, 1.26007E-005,  -123.05, 1.28579E-005,   117.91, 1.27824E-005,    -2.54,          0,     0.00, 2.63678E-007,   117.48, 1.35718E-005,    56.93, 1.38585E-005,   -62.09, 1.37675E-005,   177.48,          0,     0.00, 3.03138E-007,   -62.51
Transformer.REG1A,    631.758,   -51.60,    631.758,   128.40,          0,     0.00,          0,     0.00,          0,     0.00,    612.614,   128.40,    612.614,   -51.60,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG1B,    409.012,  -167.94,    409.012,    12.06,          0,     0.00,          0,     0.00,          0,     0.00,    401.484,    12.06,    401.484,  -167.94,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG1C,    514.666,    71.63,    514.666,  -108.37,          0,     0.00,          0,     0.00,          0,     0.00,    502.113,  -108.37,    502.113,    71.63,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG2A,    28.2626,   -58.07,    28.2626,   121.93,          0,     0.00,          0,     0.00,          0,     0.00,    28.0871,   121.93,    28.0871,   -58.07,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG3A,    18.8746,   -58.99,    18.8746,   121.01,          0,     0.00,          0,     0.00,          0,     0.00,    18.6415,   121.01,    18.6415,   -58.99,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG3C,    28.2969,    61.98,    28.2969,  -118.02,          0,     0.00,          0,     0.00,          0,     0.00,    27.9476,  -118.02,    27.9476,    61.98,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG4A,    234.522,   -35.80,    234.522,   144.20,          0,     0.00,          0,     0.00,          0,     0.00,    219.436,   144.20,    219.436,   -35.80,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG4B,    165.081,  -144.23,    165.081,    35.77,          0,     0.00,          0,     0.00,          0,     0.00,    159.114,    35.77,    159.114,  -144.23,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG4C,    177.268,    93.25,    177.268,   -86.75,          0,     0.00,          0,     0.00,          0,     0.00,    169.838,   -86.75,    169.838,    93.25,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.T 01,    18.6301,   -27.34,    16.7782,  -134.41,    21.0967,   103.17,          0,     0.00, 4.54616E-010,  -140.19,    631.758,   128.40,    409.012,    12.06,    514.666,  -108.37,     179.97,   -30.79, 1.53598E-008,   104.04
Transformer.XFM1, 1.35716E-005,  -123.08, 1.38585E-005,   117.91, 1.37673E-005,    -2.52,          0,     0.00, 3.03432E-007,   117.48, 1.36424E-012,   -90.00, 1.28622E-012,   135.00, 1.38306E-012,    -9.46,          0,     0.00, 8.19807E-013,   -56.31
Load.LOAD 106B,    17.8924,  -178.99,    17.8924,     1.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 68A,    8.97544,   -60.34,    8.97544,   119.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 76A,    21.1659,   -40.45,    21.1659,   139.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD 76C,    20.6719,   -98.49,    20.6719,    81.51,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S100C,    19.1777,    61.03,    19.1777,  -118.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S102C,     9.0708,    61.06,     9.0708,  -118.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S103C,     18.171,    61.02,     18.171,  -118.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S104C,    18.2026,    60.99,    18.2026,  -119.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S107B,    17.9172,  -179.02,    17.9172,     0.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S109A,    18.0813,   -60.60,    18.0813,   119.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S10A,     9.3214,   -58.07,     9.3214,   121.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S111A,    10.9333,   -60.66,    10.9333,   119.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S112A,     9.3214,   -60.65,     9.3214,   119.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S113A,    19.1329,   -60.69,    19.1329,   119.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S114A,    9.08625,   -60.70,    9.08625,   119.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S11A,    18.7669,   -58.08,    18.7669,   121.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S12B,    9.18231,  -177.39,    9.18231,     2.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S16C,    18.6627,    62.21,    18.6627,  -117.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S17C,    9.32643,    62.22,    9.32643,  -117.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S19A,    18.8766,   -58.85,    18.8766,   121.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S1A,    18.2893,   -57.25,    18.2893,   122.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S20A,    18.6428,   -58.86,    18.6428,   121.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S22B,    18.7785,  -177.89,    18.7785,     2.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.LOAD S24C,    18.4334,    62.02,    18.4334,  -117.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
